名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
秦椒,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风彩色水墨画，秦椒草，细长的叶子呈深绿色，枝干挺拔而坚韧，顶端点缀着一串串鲜红的小果实，如同火焰般耀眼。画面背景为淡雅的山水景色，远处有轻雾缭绕的山峦，近处是潺潺流水与奇石相伴，整体构图和谐宁静，充满诗意。,植物\草名\秦椒.png,qinjiao（秦椒）,"prompt: Classical Chinese style color ink painting, Qin pepper grass, slender leaves are dark green, the branches are straight and tough, and the tips are dotted with strings of small bright red fruits, dazzling like flames. The background of the picture is an elegant landscape scenery, with light misty mountains in the distance, and gurgling water and strange rocks nearby, the overall composition is harmonious and quiet, full of poetry."
榮草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其葉如栁,其本如鷄夘,",prompt: 荣草，一种神奇的草本植物，其叶如柳，轻盈飘逸，细长而柔软，仿佛微风中的绿丝带；其根部则形似鸡爪，粗壮有力，扎根于土壤之中。整体形象充满生命力与自然之美，参考古代插画风格和传统中国美学的彩色水墨风格，色彩以淡雅为主，突出荣草的独特形态和优雅气质。,植物\草名\榮草.png,rongcao（榮草）,"prompt: Rong Cao, a magical herbaceous plant, its leaves are like willows, light and elegant, slender and soft, like green ribbons in the breeze; Its roots are shaped like chicken feet, thick and powerful, rooted in the soil. The overall image is full of vitality and natural beauty, referring to the color ink style of ancient illustration style and traditional Chinese aesthetics, and the color is mainly elegant, highlighting the unique form and elegant temperament of Rongcao."
蓍,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，蓍草，细长而坚韧的茎秆，叶子呈羽状分裂，淡绿色，花朵为白色小花簇生，生长在山野间，周围环境古朴自然，充满神秘气息，参考古代插画风格和传统中国美学，注重细节和质感。,植物\草名\蓍.png,shi（蓍）,"prompt: Traditional Chinese color ink style, yarrow, slender and tough stems, leaves are pinnately divided, pale green, flowers are clustered with small white flowers, growing in the mountains and fields, the surrounding environment is simple and natural, full of mystery, referring to ancient illustration style and traditional Chinese aesthetics, paying attention to details and textures."
蒐,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，描绘一种名为蒐的古老草本植物，画面中蒐草生长在幽静的山谷之中，叶片细长而翠绿，茎干挺拔，花朵小巧玲珑，色彩淡雅，周围环境以山石、溪流为背景，展现出一幅宁静和谐的自然景象。,植物\草名\蒐.png,sou（蒐）,"prompt: Traditional Chinese ink painting style, depicting an ancient herb called Sou, in the picture of Sou growing in a quiet valley, the leaves are slender and emerald green, the stems are straight, the flowers are small and exquisite, the colors are elegant, and the surrounding environment is set against the background of mountains and streams, showing a peaceful and harmonious natural scene."
蘇,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，一株生长在幽静山谷中的蘇草，叶片细长而翠绿，茎干挺拔，顶端绽放着淡紫色的小花，花瓣轻盈如云，周围环绕着淡淡的雾气，远处是连绵起伏的山峦，整个画面充满神秘与宁静的气息。,植物\草名\蘇.png,su（蘇）,"prompt: Colorful ink style of traditional Chinese aesthetics, a Su grass growing in a quiet valley, the leaves are slender and emerald green, the stems are straight, the top of the flower is blooming with small lilac flowers, the petals are light like clouds, surrounded by a faint mist, and the rolling mountains are in the distance, the whole picture is full of mystery and tranquility."
夙條,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如荖目,赤葉,本叢生,",prompt: 《山海经》中的神秘草本植物夙條，其形态宛如荖目，叶片呈现鲜艳的赤红色，植株丛生。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重表现其独特的叶形和色彩，背景可设置为幽静的山谷或古老的森林，营造出神秘而宁静的氛围。,植物\草名\夙條.png,sutiao（夙條）,"prompt: The mysterious herbaceous plant Sutiao in the ""Classic of Mountains and Seas"" is shaped like a reed, with bright red leaves and clustered plants. Depict in the style of colorful ink painting in the style of ancient illustration and traditional Chinese aesthetics, focusing on expressing its unique leaf shape and color, and the background can be set as a secluded valley or ancient forest, creating a mysterious and serene atmosphere."
少辛,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 少辛，一种神秘的草本植物，生长在幽静的山谷之中。它的叶子细长而翠绿，花朵小巧玲珑，呈淡紫色，散发着淡淡的清香。整株植物在微风中轻轻摇曳，仿佛有着灵性。背景是山间云雾缭绕，远处有古朴的亭台楼阁若隐若现，整个画面采用传统中国美学的彩色水墨风格，展现出一种宁静而祥和的氛围。,植物\草名\少辛.png,shaoxin（少辛）,"prompt: Shaoxin, a mysterious herb that grows in a secluded valley. Its leaves are slender and emerald green, and the flowers are small and exquisite, lilac in color, exuding a faint fragrance. The whole plant sways gently in the breeze, as if it has spirituality. The background is shrouded in clouds and mist, and quaint pavilions loom in the distance, and the whole picture adopts the color ink style of traditional Chinese aesthetics, showing a peaceful and peaceful atmosphere."
藷藇,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格的藷藇草，这种神秘的草本植物生长在古老的山林中，叶片宽大而翠绿，边缘带有细腻的锯齿状，中央有一条明显的白色脉络贯穿。花朵小巧玲珑，颜色为淡紫色，花瓣轻盈透明，仿佛能透过阳光看到其内部的纹理。整株藷藇草在微风中轻轻摇曳，散发出淡淡的幽香，周围环绕着薄雾，营造出一种幽静而神秘的氛围。背景是连绵起伏的山峦和古朴的树木，整个画面充满了古代插画的韵味和传统中国美学的意境。,植物\草名\藷藇.png,shuxu（藷藇）,"Prompt: Traditional Chinese colorful ink style potato grass, this mysterious herb grows in ancient mountain forests, with wide and emerald green leaves, delicate serrations on the edges, and a distinct white vein running through the center. The flowers are small and exquisite, lilac in color, and the petals are light and transparent, as if you can see the texture inside through the sun. The whole potato plant sways gently in the breeze, emitting a faint fragrance and surrounded by mist, creating a quiet and mysterious atmosphere. With rolling mountains and quaint trees in the background, the whole picture is full of the charm of ancient illustrations and the artistic conception of traditional Chinese aesthetics."
芍藥,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，芍药花盛开在山间，花瓣细腻如丝，色彩鲜艳而柔和，叶片翠绿欲滴，展现出自然界的生机与和谐。背景为淡雅的山水，云雾缭绕，远处隐约可见古朴的亭台楼阁，整体画面充满诗意和古典韵味。,植物\草名\芍藥.png,shaoyao（芍藥）,"prompt: The color ink style of traditional Chinese aesthetics, peony flowers bloom in the mountains, the petals are as delicate as silk, the colors are bright and soft, and the leaves are emerald green, showing the vitality and harmony of nature. The background is elegant landscapes, clouds and mist, and simple pavilions and pavilions can be vaguely seen in the distance, and the overall picture is full of poetic and classical charm."
條,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如葵,赤華,黄實,如嬰兒舌,",prompt: 一条草，其状如葵，赤华黄实，果实形状如同婴儿的舌头。请以古代插画风格和传统中国美学的彩色水墨风格绘制，注重展现其独特的形态特征，色彩鲜明且富有诗意。,植物\草名\條.png,tiao（條）,"prompt: A grass that looks like a sunflower, with red flowers and yellow fruits, and the fruit is shaped like a baby's tongue. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on showing its unique morphological characteristics, bright colors and poetry."
蘀,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"葵本,杏葉,黄華,莢實,",prompt: 传统中国美学彩色水墨风格，蘀草，葵本植物，杏叶形状的叶子，黄色花朵，荚果果实，生长在古朴的山野之间，背景为淡雅的山水画，展现出古代插画风格的细腻与神韵。,植物\草名\蘀.png,tuo（蘀）,"prompt: Traditional Chinese aesthetic color ink style, grass, sunflower plant, apricot leaf-shaped leaves, yellow flowers, pod fruits, growing between the quaint mountains and fields, the background is elegant landscape painting, showing the delicacy and charm of the ancient illustration style."
葶䔭,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蘇,赤華,",prompt: 请根据《山海经》中的描述，绘制一种名为葶䔭的草本植物。其形态类似紫苏，花朵呈现鲜艳的红色。画面应采用古代插画风格，结合传统中国美学的彩色水墨技法，展现出这种神秘植物的独特魅力。背景可以是幽静的山谷或溪流旁，增添几分自然与神秘的气息。,植物\草名\葶䔭.png,tingning（葶䔭）,"prompt: Please draw a herb called Xiang Zhen according to the description in the ""Classic of Mountains and Seas"". Its shape resembles perilla, and the flowers are bright red. The picture should be in the style of ancient illustration, combined with the color ink technique of traditional Chinese aesthetics, to show the unique charm of this mysterious plant. The background can be a secluded valley or next to a stream, adding a touch of nature and mystery."
茝,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，古代草本植物插画，名为茝的草，叶片细长而优雅，颜色为淡绿色，花朵小巧，呈淡紫色，生长在山间溪流旁，背景是细腻的山水景色，远处有轻柔的云雾缭绕，整体画面宁静而富有诗意。,植物\草名\茝.png,chai（茝）,"prompt: Traditional Chinese aesthetic color ink style, ancient herbal plant illustration, grass called grass, the leaves are slender and elegant, the color is pale green, the flowers are small, lilac, growing next to the mountain stream, the background is a delicate landscape scenery, there are soft clouds and mist in the distance, the overall picture is quiet and poetic."
（髙梁之山）草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如葵,赤華,莢實,白柎,",prompt: 一株生长在髙梁之山的奇异草，形似葵花，但其花朵呈现出鲜艳的赤红色，果实包裹在荚中，而花萼则是纯白色。请以古代插画风格和传统中国美学的彩色水墨风格描绘这株草，注重展现其独特的色彩对比和形态特征。背景可以是髙梁之山的自然景色，如远处的山峦、云雾缭绕的山谷等。,植物\草名\（髙梁之山）草.png,（gaoliangzhishan）cao（（髙梁之山）草）,"Prompt: A kiwi plant that grows on the mountains of Takaliang resembles a sunflower, but its flowers are bright red, the fruit is wrapped in pods, and the calyx is pure white. Depict this grass in the style of ancient illustration and traditional Chinese aesthetics, focusing on its unique color contrast and morphological characteristics. The background can be the natural scenery of Mt. Takahashi, such as mountains in the distance and misty valleys."
