名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
猾褢,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如人,彘鬛,穴居,冬蟄,其音如斵木,",prompt: 一只名为猾褢的兽类，其形状如人，但长有野猪般的鬃毛，居住在洞穴中，冬天会进入冬眠状态。它的叫声如同砍伐木头的声音。请以古代插画风格和传统中国美学的彩色水墨风格绘制，画面中可以展现猾褢在山林间的洞穴口，背景是冬季的枯树与积雪，体现出一种神秘而古朴的气息。,动物\兽名\猾褢.png,huahuai（猾褢）,"Prompt: A beast called the cunning that looks like a human but has a boar-like mane that lives in burrows and goes into hibernation in winter. Its cry is like the sound of chopping wood. Please paint in the color ink style of ancient illustration style and traditional Chinese aesthetics, the picture can show the cunning cave entrance in the mountains and forests, with dead trees and snow in the background in winter, reflecting a mysterious and quaint atmosphere."
黄馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"虎文,一目,一手,",prompt: 一只名为黄马的神兽，虎纹覆盖全身，只有一只眼睛和一只手，形象威猛而神秘。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重展现其独特的形态特征和神秘氛围。,动物\兽名\黄馬.png,huangma（黄馬）,"prompt: A mythical beast called the Yellow Horse, with tiger stripes covering its whole body, only one eye and one hand, its image is powerful and mysterious. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on showing its unique morphological characteristics and mysterious atmosphere."
獔犬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神兽獔犬，其形象参考《山海经》中的描述，体态矫健，毛色斑斓如虎豹，眼神锐利有神，四足强健有力，尾巴长而蓬松。背景为传统中国山水画风格，山峦叠嶂，云雾缭绕，色彩以水墨为主，辅以淡雅的彩色点缀，整体氛围神秘而古老。,动物\兽名\獔犬.png,haoquan（獔犬）,"prompt: An ancient mythical beast roe dog, its image refers to the description in the ""Classic of Mountains and Seas"", with a vigorous posture, colorful fur like a tiger and leopard, sharp eyes, strong and powerful four-legged, and a long and fluffy tail. The background is the style of traditional Chinese landscape painting, with mountains and mountains, clouds and mist, the color is mainly ink, supplemented by elegant color embellishments, and the overall atmosphere is mysterious and ancient."
合窳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如彘,人靣,黄身,赤尾,其音如嬰兒,食人,食蟲蛇,",prompt: 一只名为合窳的神兽，其形状如同野猪，但拥有人类的脸庞，身体呈黄色，尾巴为红色。它的叫声如同婴儿啼哭。它以人类和虫蛇为食。请用古代插画风格和传统中国美学的彩色水墨风格绘制这幅画面，背景可以是古老的山林或神秘的洞穴，色调偏暗，营造出一种神秘而略带恐怖的氛围。,动物\兽名\合窳.png,heyu（合窳）,"Prompt: A mythical beast named Heyu, which is shaped like a wild boar but has a human face, a yellow body, and a red tail. Its cry is like a baby's cry. It feeds on humans and insects and snakes. Please paint this picture in the color ink style of ancient illustration style and traditional Chinese aesthetics, the background can be ancient mountains or mysterious caves, with dark tones to create a mysterious and slightly terrifying atmosphere."
毫彘,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如豚,白毛大如䈂,黒端,",prompt: 毫彘，一种古老的神兽，其状如豚，身披洁白的毛发，体型庞大如同古代的竹制容器䈂。其四肢和尾巴末端为黑色，形成鲜明对比。请参考古代插画风格和传统中国美学的彩色水墨风格，绘制出毫彘在山林间悠闲漫步的场景，背景可以是幽静的山谷或古木参天的森林，整体色调以淡雅为主，突出毫彘的独特形象和神秘气质。,动物\兽名\毫彘.png,haozhi（毫彘）,"prompt: Pig, an ancient mythical beast, looks like a pig, is covered with white hair, and is as large as an ancient bamboo container. Its limbs and tail end in black, creating a striking contrast. Please refer to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics to draw a scene of a leisurely walk in the mountains and forests, the background can be a quiet valley or a forest with towering ancient trees, and the overall tone is mainly elegant, highlighting the unique image and mysterious temperament of the pig."
頡,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘兽名頡，体态矫健，毛色斑斓，四肢强健有力，眼神锐利。它身长数尺，有着类似虎豹的身躯，但其背部和尾巴上覆盖着五彩斑斓的羽毛，宛如孔雀开屏般绚丽夺目。頡的头部形状独特，似龙非龙，头顶有两只弯曲的角，角尖处散发着淡淡的光芒。背景为中国古代山水画风格，远处是层峦叠嶂的山脉，近处则是潺潺流水和茂密的森林，整个画面以传统中国美学的彩色水墨风格呈现。,动物\兽名\頡.png,xie（頡）,"prompt: A mysterious beast from the ""Classic of Mountains and Seas"" named Jie, with a vigorous body, colorful fur, strong and powerful limbs, and sharp eyes. It is several feet long and has a body similar to that of a tiger and leopard, but its back and tail are covered with colorful feathers, which are as gorgeous and dazzling as a peacock opening a screen. Jie's head has a unique shape, resembling a dragon but not a dragon, with two curved horns on the top of its head, and the tips of the horns emit a faint light. The background is in the style of ancient Chinese landscape painting, with mountains in the distance and gurgling water and dense forests nearby, and the whole picture is presented in the color ink style of traditional Chinese aesthetics."
狡,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如犬,豹文,其角如牛,其音如𠯈犬,",prompt: 一只外形似犬的神兽，身上覆盖着豹纹般的斑点，头顶长有牛角，其叫声如同狗吠。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只名为狡的神兽。背景可以是山林或者古朴的自然环境，体现出神秘而古老的气息。,动物\兽名\狡.png,jiao（狡）,"prompt: A mythical beast that looks like a dog, covered with leopard-like spots, horns on the top of its head, and its barking is like a dog's bark. Please depict this cunning beast in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. The background can be mountains and forests or quaint natural environments, reflecting a mysterious and ancient atmosphere."
麖,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风彩色水墨画，一只神兽名为麖，身形矫健如鹿，毛色斑斓多彩，角似鹿角但更为华丽，身姿轻盈灵动，背景为山林溪流，整体画面充满神秘与自然之美。,动物\兽名\麖.png,jing（麖）,"prompt: Classical Chinese style color ink painting, a mythical beast named the deer, the body is as vigorous as a deer, the fur color is colorful, the horns are like deer antlers but more gorgeous, the posture is light and agile, the background is mountains and streams, the overall picture is full of mystery and natural beauty."
麂,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只小巧灵动的麂，身姿矫健，毛色呈淡棕色，眼睛明亮有神，站在山林间，背景是茂密的树木和远处的山峦，画面采用传统中国美学的彩色水墨风格，线条流畅，色彩柔和，充满自然和谐之美。,动物\兽名\麂.png,ji（麂）,"Prompt: A small and agile deer, with a vigorous posture, light brown fur and bright eyes, standing in the mountains and forests, with dense trees and mountains in the distance, the picture adopts the color ink style of traditional Chinese aesthetics, with smooth lines and soft colors, full of natural and harmonious beauty."
𪊨就,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为𪊨就的神秘兽类，形象参考古代中国神话中的异兽，身体覆盖着五彩斑斓的鳞片，四肢强健有力，头部似龙，长有两只弯曲的角，眼睛如明珠般明亮。背景为传统中国山水画风格，山峦起伏，云雾缭绕，色彩以水墨为主，点缀少许鲜艳色彩，整体氛围神秘而古朴。,动物\兽名\𪊨就.png,𪊨jiu（𪊨就）,"prompt: A mysterious beast named 𪊨, the image is a reference to the strange beast in ancient Chinese mythology, the body is covered with colorful scales, the limbs are strong and powerful, the head is like a dragon, it has two curved horns, and the eyes are as bright as pearls. The background is traditional Chinese landscape painting style, with undulating mountains, clouds and mist, and the color is mainly ink, embellished with a little bright color, and the overall atmosphere is mysterious and simple."
舉父,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如禺,文臂,豹虎,善投,",prompt: 举父，兽名，其状如禺，文臂豹虎，善投。请绘制一只形象类似于猴子的神兽，它拥有着斑斓的豹纹手臂，身上覆盖着老虎般的斑纹，展现出一种野性与力量的美感。它的姿态矫健有力，仿佛随时准备投掷手中的石块或武器，展现出其擅长投掷的特点。背景可以是古代山林，采用传统中国彩色水墨风格，色彩丰富而柔和，线条流畅自然，既有古朴的韵味，又不失生动活泼的气息。,动物\兽名\舉父.png,jufu（舉父）,"Prompt: Jufu, the name of the beast, it looks like a monkey, with tattooed arms and leopards and tigers, and is good at throwing. Draw a mythical beast resembling a monkey, with colorful leopard-print arms and tiger-like markings, showing a wild and powerful beauty. Its posture is vigorous and powerful, as if it is ready to throw stones or weapons in its hand at any time, showing its good throwing characteristics. The background can be ancient mountains and forests, using traditional Chinese color ink style, rich and soft colors, smooth and natural lines, both simple charm and vivid atmosphere."
菌狗,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"青獸,如莬,",prompt：青色的兽类，形似兔子，身体覆盖着柔软的青色毛发，眼睛明亮有神，四肢矫健有力，尾巴短小，整体呈现出一种神秘而灵动的气息，背景为古代山林，风格参考《山海经》中的传统中国美学彩色水墨画。,动物\兽名\菌狗.png,jungou（菌狗）,"prompt: A cyan beast, shaped like a rabbit, the body is covered with soft blue hair, the eyes are bright and spirited, the limbs are strong and powerful, the tail is short, the whole presents a mysterious and agile atmosphere, the background is ancient mountains and forests, the style refers to the traditional Chinese aesthetic color ink painting in the ""Classic of Mountains and Seas""."
居曁,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如彚,赤毛,其音如豚,",prompt: 一只名为居曁的神兽，其形状如同彚（一种古代传说中的野兽），全身覆盖着红色的毛发，叫声像豚。请以传统中国美学的彩色水墨风格绘制，背景为古老的山林，色彩以红、黑、灰为主，营造出神秘而古老的气息。,动物\兽名\居曁.png,juji（居曁）,"prompt: A mythical beast named Ju Ye, shaped like Yan (a beast in ancient legends), covered with red hair, and crying like a pig. Please paint in the color ink style of traditional Chinese aesthetics, with ancient mountains and forests in the background, and the colors are mainly red, black, and gray, creating a mysterious and ancient atmosphere."
精精,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,馬尾,其鳴自𠮧,",prompt: 精精，其状如牛，马尾，其鸣自叫。请绘制一只形似牛的神兽，它拥有长长的马尾，身体覆盖着棕色的毛发，眼睛明亮有神。背景为山林间，周围点缀着奇花异草，整体采用传统中国美学的彩色水墨风格，画面古朴而神秘。,动物\兽名\精精.png,jingjing（精精）,"Prompt: The essence resembles a cow, with a ponytail, and its call is self-sufficient. Draw a mythical beast resembling a cow, with a long ponytail, a body covered with brown hair, and bright eyes. The background is mountains and forests, surrounded by exotic flowers and plants, and the overall color ink style of traditional Chinese aesthetics is adopted, and the picture is simple and mysterious."
白鹿,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只白色的鹿，身姿优雅，毛色如雪般洁白无瑕，长有分叉的角，眼神温柔而灵动。背景是幽静的山林，树木葱郁，溪流潺潺，整体画面采用中国传统彩色水墨风格，线条流畅细腻，色彩淡雅清新。,动物\兽名\白鹿.png,bailu（白鹿）,"prompt: A white deer with an elegant posture, snow-white and flawless fur, forked horns, and gentle and agile eyes. The background is a quiet mountain forest, lush trees, gurgling streams, and the overall picture adopts the traditional Chinese color ink style, with smooth and delicate lines, elegant and fresh colors."
白狼,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘白狼，全身雪白，眼神锐利，立于山林之间，背景为幽静的古代森林，画面采用传统中国彩色水墨风格，色调以青绿和白色为主，营造出一种古老而神秘的氛围。,动物\兽名\白狼.png,bailang（白狼）,"prompt: A mysterious white wolf from the ""Classic of Mountains and Seas"", snow-white, with sharp eyes, stands between the mountains and forests, the background is a quiet ancient forest, the picture adopts the traditional Chinese color ink style, the color is mainly green and white, creating an ancient and mysterious atmosphere."
吉量,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"文馬,縞身,朱鬣,目若黄金,乘之壽千歲,",prompt: 吉量，文馬，縞身，朱鬣，目若黄金，乘之壽千歲。请以古代插画风格和传统中国美学的彩色水墨风格绘制，展现吉量洁白如雪的身体，鲜红如火的鬃毛，金色的眼睛闪烁着智慧与神秘的光芒。背景可以是祥云缭绕的仙境，或青山绿水之间，突出其长寿与吉祥的象征意义。,动物\兽名\吉量.png,jiliang（吉量）,"prompt: Jiliang, literary horse, striped body, red mane, eyes like gold, multiply it for a thousand years. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, showing Ji Liang's white body as snow, bright red as fire's mane, and golden eyes shining with wisdom and mystery. The background can be a fairyland surrounded by auspicious clouds or between green mountains and green waters, highlighting its symbolism of longevity and auspiciousness."
狙如,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鼣鼠,白耳,白喙,",prompt: 狙如，一种神秘的古代兽类，其形状如同鼣鼠，拥有白色的耳朵和喙。请以传统中国美学的彩色水墨风格描绘，注重表现其独特的白色特征和与鼣鼠相似的形态，背景可以是山林或古朴的自然环境，营造出古老而神秘的氛围。,动物\兽名\狙如.png,juru（狙如）,"Snipe, a mysterious ancient beast shaped like a mole, with white ears and beak. Depict in the style of traditional Chinese aesthetics, focusing on its unique white features and mole-like forms, and the background can be mountains or rustic natural environments, creating an ancient and mysterious atmosphere."
九尾狐,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狐,九尾,其音如嬰兒,能食人,",prompt: 九尾狐，其状如狐，拥有九条华丽的尾巴，每一条尾巴都散发着神秘的光芒。它的声音如同婴儿般清脆悦耳，但其实是一个能够吞噬人类的妖怪。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为幽暗的森林，月光透过树梢洒下斑驳光影，增添一丝神秘与恐怖的氛围。,动物\兽名\九尾狐.png,jiuweihu（九尾狐）,"prompt: Nine-tailed fox, shaped like a fox, has nine gorgeous tails, each of which exudes a mysterious light. Its voice is as crisp and pleasant as a baby, but it is actually a monster that can devour humans. Depict in the style of ancient illustration and traditional Chinese aesthetics, with a dark forest in the background, and the moonlight casts a dappled light and shadow through the treetops, adding a touch of mystery and horror."
夔,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如牛,蒼身而無角,一足,出入水則必風雨,其光如日月,其聲如雷,黄帝得之以其皮為鼓,",prompt: 一只状如牛的神兽夔，苍蓝色的身体没有角，只有一只脚。它出入水中时必定会带来风雨，其光芒如同日月般耀眼，声音如同雷鸣般震撼。黄帝捕获了夔，并用它的皮制作成鼓。请以古代插画风格和传统中国美学的彩色水墨风格绘制这幅画面，展现夔在水中的威严与神秘感，以及黄帝得夔后制作鼓的场景。背景可以是波涛汹涌的水面，天空中乌云密布，闪电划破天际，突显夔的出现带来的自然力量。,动物\兽名\夔.png,kui（夔）,"prompt: A mythical beast Kui shaped like a cow, with a pale blue body without horns and only one foot. It will definitely bring wind and rain when it enters and exits the water, its light is as dazzling as the sun and moon, and its sound is as shocking as thunder. The Yellow Emperor captured Kui and made a drum out of its skin. Please paint this picture in the style of ancient illustration and traditional Chinese aesthetics, showing the majesty and mystery of Kui in the water, as well as the scene of the Yellow Emperor making drums after he obtained Kui. The background can be rough water, with dark clouds in the sky and lightning cutting through the sky, highlighting the natural forces brought about by Kui's appearance."
開明獸,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 开明兽，古代神话中的神兽，拥有九个头，每个头上都长有一只眼睛。它守卫着昆仑山的入口，形象威严而神秘。请以传统中国美学的彩色水墨风格绘制，背景为昆仑山的雄伟景象，色彩以青绿山水为主，开明兽的姿态庄重，眼神炯炯有神，体现出其守护者的威严与力量。,动物\兽名\開明獸.png,kaimingshou（開明獸）,"Prompt: Enlightened Beast, a mythical beast in ancient mythology, has nine heads, each with an eye. It guards the entrance to Kunlun Mountain, and its image is majestic and mysterious. Please paint in the color ink style of traditional Chinese aesthetics, the background is the majestic scene of Kunlun Mountain, the color is dominated by green landscapes, the posture of the enlightened beast is solemn, and the eyes are bright, reflecting the majesty and strength of its guardian."
夔牛,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的夔牛，它形似牛但只有一条腿，生活在深山幽谷之中。夔牛体型庞大，毛色漆黑如墨，眼神中透露出威严与神秘。背景为层峦叠嶂的山峰，云雾缭绕，采用传统中国美学的彩色水墨风格绘制，画面充满古老而神秘的气息。,动物\兽名\夔牛.png,kuiniu（夔牛）,"prompt: An ancient mythical Kui cow, which looks like a cow but has only one leg, lives in the deep mountains and valleys. Kui Niu is huge, his fur is as black as ink, and his eyes reveal majesty and mystery. The background is a mountain peak with clouds and mist, painted in the color ink style of traditional Chinese aesthetics, and the picture is full of ancient and mysterious atmosphere."
閭,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘野兽閭，它拥有虎豹般的矫健身躯，身上覆盖着斑斓的花纹，四足强健有力。它的头部似虎非虎，眼睛闪烁着智慧的光芒。背景是幽静的山林，古木参天，云雾缭绕，充满神秘气息。整体画面采用传统中国美学的彩色水墨风格，色彩丰富而柔和，线条流畅自然，展现出一种古典与神秘并存的美感。,动物\兽名\閭.png,lv（閭）,"Prompt: A mysterious beast from the ""Classic of Mountains and Seas"", it has a tiger-like body, covered with colorful patterns, and has strong and powerful four-legged bodies. Its head is like a tiger but not a tiger, and its eyes shine with wisdom. The background is a quiet mountain forest, with towering ancient trees, clouds and mist, full of mystery. The overall picture adopts the color ink style of traditional Chinese aesthetics, with rich and soft colors, smooth and natural lines, showing a beauty of classical and mysterious."
𤟑,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如彚,赤如丹火,",prompt: 一只名为𤟑的神兽，其形状像刺猬，全身赤红如火焰，仿佛燃烧着熊熊烈火。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为山林，周围环绕着淡淡的烟雾，增添神秘感。,动物\兽名\𤟑.png,li（𤟑）,"Prompt: A mythical beast named 𤟑, its shape resembles a hedgehog, its whole body is red like flames, as if it is burning with a raging fire. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, with mountains and forests in the background, surrounded by a faint smoke, adding a sense of mystery."
録,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为録的神秘兽类，其形象参考古代插画风格和传统中国美学的彩色水墨风格。録身披翠绿色鳞片，犹如山林间最鲜亮的绿叶，四足强健有力，脚掌宽大，适合在各种地形上快速奔跑。头部有两根弯曲向后的长角，角尖呈金色，象征着力量与尊贵。眼睛如深邃的碧玉，闪烁着智慧的光芒。尾巴细长，末端有一簇金色的毛发，随风飘扬时如同山间轻盈的云雾。背景为一片茂密的森林，阳光透过树叶洒下斑驳光影，营造出一种神秘而宁静的氛围。,动物\兽名\録.png,lu（録）,"prompt: A mysterious beast named Lu, whose image refers to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics. Covered in emerald green scales, it is like the brightest green leaves in the mountains and forests, with strong and powerful four-legged legs and wide paws, suitable for running fast on various terrains. The head has two long horns curved backwards, and the tips of the horns are golden, symbolizing strength and nobility. The eyes are like deep jasper, shining with wisdom. The tail is slender and ends with a tuft of golden hair, which flutters in the wind like a light cloud in the mountains. The background is a dense forest, and the sunlight shines through the leaves, creating a mysterious and serene atmosphere."
狸,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古朴的狸，体态矫健，毛色斑斓，眼神灵动。它栖息在山林间，周围是茂密的树木和奇花异草，背景中隐约可见远山和云雾。画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩淡雅，充满神秘而宁静的氛围。,动物\兽名\狸.png,li（狸）,"prompt: A quaint raccoon with a vigorous posture, colorful fur, and smart eyes. It inhabits the mountains and forests, surrounded by dense trees and exotic flowers and plants, with distant mountains and clouds faintly visible in the background. The picture adopts the color ink style of traditional Chinese aesthetics, with delicate brushstrokes and elegant colors, full of mysterious and tranquil atmosphere."
類,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如狸,有髦,自爲牝牡,",prompt: 一只形状像狸猫的神秘生物，身上长有长长的鬃毛，自体雌雄同体，呈现出一种古老而神秘的气息。整体采用彩色水墨风格绘制，背景为山林间，色彩以淡雅为主，展现出传统中国美学的韵味。,动物\兽名\類.png,lei（類）,"prompt: A mysterious creature shaped like a civet cat, with a long mane on its body, is hermaphroditous and presents an ancient and mysterious atmosphere. The whole is painted in the style of colorful ink, the background is the mountains and forests, and the colors are mainly elegant, showing the charm of traditional Chinese aesthetics."
龍,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统神话中的龙，身姿蜿蜒如蛇，鳞片闪耀着金色光泽，四足强壮有力，爪子锋利如钩，头上有双角，须髯飘逸，眼睛炯炯有神，周身环绕着云雾和水汽，背景为水墨山水画风格的山川河流，色彩以蓝绿为主，辅以金黄点缀，整体画面充满神秘而庄严的气息。,动物\兽名\龍.png,long（龍）,"prompt: The dragon in traditional Chinese mythology, the posture is winding like a snake, the scales shine with golden luster, the four legs are strong and powerful, the claws are sharp like hooks, there are two horns on the head, the beard is flowing, the eyes are bright, the whole body is surrounded by clouds and water vapor, the background is the mountains and rivers in the style of ink landscape painting, the color is mainly blue and green, supplemented by golden embellishments, the overall picture is full of mysterious and solemn atmosphere."
狼,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘狼兽，毛色如夜幕般深邃，眼神中透露出野性的光芒。它身姿矫健，四足强健有力，尾巴高高翘起，仿佛随时准备跃入森林深处。背景是幽暗而神秘的山林，树木参天，云雾缭绕，整体画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，充满古风韵味。,动物\兽名\狼.png,lang（狼）,"Prompt: A mysterious wolf beast from the ""Classic of Mountains and Seas"", its fur color is as deep as night, and its eyes reveal a wild light. It has a vigorous posture, strong four legs, and a tail raised high, as if ready to leap into the depths of the forest at any time. The background is dark and mysterious mountains and forests, towering trees, clouds and mist, and the overall picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors, smooth lines, and full of ancient charm."
鹿,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》中的神鹿，它拥有优雅的姿态和灵动的眼神。它的身体覆盖着淡雅的棕色皮毛，上面点缀着精致的白色斑点。鹿角如同树枝般分叉，呈现出自然界的奇妙与和谐。背景是传统的中国山水画风格，山峦起伏，云雾缭绕，河流潺潺，营造出一种宁静而神秘的氛围。整幅画面采用彩色水墨风格，色彩柔和且富有层次感，展现出中国传统美学的独特魅力。,动物\兽名\鹿.png,lu（鹿）,"prompt: A divine deer from the ""Classic of Mountains and Seas"", it has an elegant posture and smart eyes. Its body is covered with pale brown fur, dotted with delicate white spots. The antlers fork like branches, showing the wonder and harmony of nature. The background is a traditional Chinese landscape painting style, with undulating mountains, clouds and mist, and gurgling rivers, creating a serene and mysterious atmosphere. The whole picture adopts a color ink style, with soft and layered colors, showing the unique charm of traditional Chinese aesthetics."
麟,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：麟，兽名，中国古代传说中的神兽，象征着吉祥和仁慈。其形象为鹿身、牛尾、马蹄，全身覆盖着五彩斑斓的鳞片，头上有独角，眼睛明亮有神。请以彩色水墨风格绘制，展现其温顺而威严的气质，背景可加入祥云、古木等元素，营造出神秘而和谐的氛围。,动物\兽名\麟.png,lin（麟）,"prompt: Lin, the name of the beast, a mythical beast in ancient Chinese legends, symbolizing auspiciousness and benevolence. Its image is a deer body, ox tail, and horseshoe, covered with colorful scales, a single horn on its head, and bright eyes. Please paint in a colorful ink style to show its docile and majestic temperament, and add elements such as auspicious clouds and ancient trees to create a mysterious and harmonious atmosphere."
麢,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典水墨风格的麢兽，形象为鹿身马尾，四蹄生风，灵动跃于山林之间，背景是《山海经》中描述的幽深古木和奇花异草，色彩以淡雅的青绿为主，辅以柔和的墨色勾勒，展现出一种神秘而宁静的自然之美。,动物\兽名\麢.png,ling（麢）,"prompt: The classical ink style of the beast is a deer body and a horse's tail, four hooves are windy, and the background is the deep ancient trees and exotic flowers and plants described in the ""Classic of Mountains and Seas"", the color is mainly elegant green, supplemented by soft ink outlines, showing a mysterious and tranquil natural beauty."
獜,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如犬,虎爪,有甲,善駚坌,",prompt: 一只名为獜的神兽，其形状像犬，拥有虎爪和坚硬的甲壳，擅长在尘土中奔跑。画面采用彩色水墨风格，背景为古代山林，獜在尘土飞扬中疾驰，展现出其矫健的身姿。,动物\兽名\獜.png,lin（獜）,"Prompt: A mythical beast called the Hawk, shaped like a dog, with tiger claws and a hard carapace, is good at running in the dust. The picture adopts a colorful ink style, with an ancient mountain forest in the background, and the otter galloped in the dust, showing its vigorous posture."
蠪蚳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如彘,有角,其音如號,",prompt: 一只形如野猪的神兽，名为蠪蚳，其头部生有锐利的双角，体态健硕，毛色斑斓。它发出的声音如同号角般响亮，回荡在山林之间。画面采用传统中国美学的彩色水墨风格，背景为幽深的山林，古木参天，云雾缭绕，增添神秘氛围。,动物\兽名\蠪蚳.png,longchi（蠪蚳）,"prompt: A mythical beast shaped like a wild boar, called a grub, with sharp horns on its head, a strong body, and colorful fur. Its sound is as loud as a horn, echoing through the mountains and forests. The painting adopts the color ink style of traditional Chinese aesthetics, with deep mountains and forests in the background, towering ancient trees, and clouds and mist, adding to the mysterious atmosphere."
領胡,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛而赤尾,其頸𦜜,其狀如勾瞿,其鳴自詨,",prompt: 一只名为領胡的神兽，其形状如同牛一般，但尾巴却是鲜艳的红色。它的脖子弯曲如勾瞿（一种古代乐器），叫声独特，仿佛在呼唤自己的名字。请以传统中国美学的彩色水墨风格描绘，参考古代插画中的神兽形象，展现其神秘而庄严的气质。,动物\兽名\領胡.png,linghu（領胡）,"Prompt: A mythical beast called Linghu, which is shaped like a cow but has a bright red tail. Its neck curves like a hook (an ancient musical instrument), and its call is unique, as if calling its own name. Please depict in the color ink style of traditional Chinese aesthetics, referring to the image of mythical beasts in ancient illustrations, showing its mysterious and solemn temperament."
𩣡馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"牛尾,白身,一角,其音如呼,",prompt: 𩣡馬，一种神秘的兽类，拥有牛尾，全身洁白如雪，头顶生有一角。其声音如同呼唤，悠扬而神秘。请以古代插画风格和传统中国美学的彩色水墨风格描绘此兽，背景可为山林或云雾缭绕的仙境，色彩淡雅，线条流畅，展现其独特的神韵。,动物\兽名\𩣡馬.png,boma（𩣡馬）,"Prompt: 𩣡 horse, a mysterious beast with a cow's tail, a whole body as white as snow, and a horn on the top of its head. Its voice is like a call, melodious and mysterious. Depict the beast in the style of ancient illustration and traditional Chinese aesthetics, with a background of mountains and forests or a wonderland shrouded in clouds and mist, with elegant colors and smooth lines, showing its unique charm."
